labels,max_widths,mean_widths,variance_widths,max_widths_left,mean_widths_left,variance_widths_left,max_widths_right,mean_widths_right,variance_widths_right,max_widths_top,mean_widths_top,variance_widths_top,max_widths_bottom,mean_widths_bottom,variance_widths_bottom
0.0,22.0,15.535714285714286,12.248724489795919,11.0,8.0,3.0,12.0,8.535714285714286,3.2487244897959187,22.0,18.0,12.0,14.0,13.071428571428571,0.3520408163265306
1.0,10.0,9.535714285714286,0.3915816326530612,5.0,4.285714285714286,0.2755102040816327,6.0,4.75,0.7589285714285714,10.0,9.642857142857142,0.3724489795918367,10.0,9.428571428571429,0.3877551020408162
0.0,20.0,14.392857142857142,15.167091836734699,10.0,7.142857142857143,4.051020408163266,11.0,8.142857142857142,4.622448979591836,20.0,16.785714285714285,18.88265306122449,12.0,12.0,0.0
3.0,16.0,11.785714285714286,4.239795918367347,8.0,5.928571428571429,1.4234693877551023,9.0,6.714285714285714,1.3469387755102038,16.0,13.285714285714286,2.2040816326530606,15.0,10.285714285714286,1.775510204081632
4.0,21.0,17.5,15.892857142857142,11.0,9.071428571428571,3.9234693877551012,11.0,9.428571428571429,4.244897959183673,19.0,15.642857142857142,19.80102040816327,21.0,19.357142857142858,5.086734693877551
1.0,11.0,8.214285714285714,2.4540816326530615,6.0,4.142857142857143,1.4081632653061225,6.0,4.464285714285714,1.1058673469387756,11.0,9.571428571428571,0.9591836734693882,7.0,6.857142857142857,0.2653061224489796
2.0,19.0,17.785714285714285,4.025510204081633,10.0,8.821428571428571,4.432397959183674,10.0,8.821428571428571,4.146683673469388,19.0,16.571428571428573,5.102040816326531,19.0,19.0,0.0
2.0,21.0,18.571428571428573,14.102040816326532,11.0,9.785714285714286,3.811224489795918,11.0,9.785714285714286,3.3112244897959178,20.0,16.428571428571427,18.530612244897956,21.0,20.714285714285715,0.4897959183673469
2.0,19.0,16.928571428571427,8.137755102040817,10.0,8.5,3.9642857142857144,10.0,8.321428571428571,4.718112244897959,19.0,14.857142857142858,7.693877551020407,19.0,19.0,0.0
1.0,10.0,8.892857142857142,0.8813775510204083,5.0,4.071428571428571,1.0663265306122447,6.0,4.357142857142857,1.5153061224489797,10.0,9.785714285714286,0.1683673469387755,8.0,8.0,0.0
3.0,15.0,10.821428571428571,4.503826530612245,8.0,5.714285714285714,1.489795918367347,8.0,5.928571428571429,1.780612244897959,10.0,9.0,0.14285714285714285,15.0,12.642857142857142,2.2295918367346936
4.0,16.0,14.0,1.0,8.0,6.857142857142857,0.7653061224489794,9.0,7.785714285714286,1.1683673469387752,16.0,14.285714285714286,0.775510204081633,14.0,13.714285714285714,1.0612244897959184
3.0,11.0,8.857142857142858,1.8367346938775513,6.0,4.75,0.8303571428571429,6.0,4.821428571428571,0.860969387755102,11.0,8.785714285714286,2.3112244897959187,11.0,8.928571428571429,1.3520408163265307
1.0,12.0,11.107142857142858,0.8099489795918368,6.0,4.785714285714286,0.5969387755102041,7.0,5.714285714285714,1.0612244897959184,12.0,11.0,0.8571428571428571,12.0,11.214285714285714,0.7397959183673469
0.0,23.0,16.0,16.642857142857142,12.0,8.357142857142858,4.586734693877552,12.0,8.535714285714286,4.534438775510204,23.0,18.785714285714285,17.596938775510203,14.0,13.214285714285714,0.16836734693877556
3.0,17.0,12.107142857142858,3.9528061224489806,9.0,6.5,1.1071428571428572,9.0,6.571428571428571,1.1020408163265307,17.0,13.0,5.571428571428571,13.0,11.214285714285714,0.7397959183673469
1.0,10.0,8.821428571428571,0.7895408163265306,5.0,4.035714285714286,0.534438775510204,6.0,4.464285714285714,1.9630102040816326,10.0,9.142857142857142,0.6938775510204079,10.0,8.5,0.6785714285714286
2.0,21.0,19.285714285714285,5.489795918367348,11.0,9.464285714285714,6.7487244897959195,11.0,9.392857142857142,5.738520408163265,20.0,17.571428571428573,5.102040816326531,21.0,21.0,0.0
0.0,22.0,15.25,17.830357142857142,11.0,7.678571428571429,4.146683673469387,12.0,8.571428571428571,4.887755102040818,22.0,18.214285714285715,17.882653061224488,13.0,12.285714285714286,0.20408163265306126
4.0,18.0,13.214285714285714,11.096938775510207,9.0,6.75,2.2589285714285716,10.0,7.464285714285714,3.4630102040816317,17.0,13.785714285714286,10.739795918367346,18.0,12.642857142857142,10.801020408163266
0.0,22.0,14.75,15.258928571428571,11.0,7.5,3.892857142857143,12.0,8.214285714285714,4.168367346938775,22.0,17.142857142857142,18.69387755102041,13.0,12.357142857142858,0.3724489795918367
0.0,19.0,13.25,16.544642857142858,10.0,7.035714285714286,4.177295918367347,10.0,7.214285714285714,4.168367346938776,19.0,15.428571428571429,23.53061224489796,12.0,11.071428571428571,0.0663265306122449
3.0,14.0,9.857142857142858,3.8367346938775517,7.0,5.0,0.8571428571428571,8.0,5.857142857142857,1.193877551020408,14.0,10.285714285714286,6.9183673469387745,10.0,9.428571428571429,0.3877551020408162
1.0,10.0,8.035714285714286,1.3915816326530612,5.0,4.214285714285714,0.5255102040816327,6.0,4.178571428571429,0.7895408163265306,10.0,8.928571428571429,0.3520408163265306,8.0,7.142857142857143,0.8367346938775511
4.0,20.0,17.571428571428573,14.530612244897954,10.0,8.785714285714286,3.3826530612244885,11.0,9.785714285714286,3.9540816326530606,18.0,15.357142857142858,18.94387755102041,20.0,19.785714285714285,0.3112244897959182
0.0,23.0,15.357142857142858,16.443877551020403,12.0,8.142857142857142,4.26530612244898,12.0,8.214285714285714,4.025510204081632,23.0,17.714285714285715,21.775510204081634,13.0,13.0,0.0
3.0,14.0,11.214285714285714,8.811224489795917,15.0,6.642857142857143,4.658163265306122,8.0,6.107142857142857,3.095663265306123,14.0,11.0,10.428571428571429,14.0,11.428571428571429,7.10204081632653
3.0,10.0,8.357142857142858,1.3724489795918366,6.0,3.9285714285714284,0.9948979591836735,6.0,4.607142857142857,1.6670918367346936,10.0,8.5,1.8214285714285714,10.0,8.214285714285714,0.88265306122449
4.0,29.0,15.785714285714286,34.16836734693877,15.0,9.071428571428571,8.066326530612244,15.0,9.071428571428571,7.78061224489796,29.0,14.785714285714286,31.596938775510214,20.0,16.785714285714285,34.73979591836734
3.0,17.0,10.0,10.785714285714286,8.0,4.464285714285714,2.248724489795918,15.0,7.071428571428571,4.209183673469387,17.0,10.142857142857142,19.83673469387755,11.0,9.857142857142858,1.6938775510204083
4.0,22.0,16.357142857142858,8.08673469387755,11.0,8.071428571428571,2.923469387755102,12.0,9.0,3.142857142857143,22.0,17.928571428571427,10.066326530612244,16.0,14.785714285714286,1.1683673469387759
3.0,11.0,9.678571428571429,0.7895408163265308,6.0,4.678571428571429,1.5038265306122445,6.0,5.0,0.7857142857142857,11.0,9.642857142857142,0.8010204081632655,11.0,9.714285714285714,0.775510204081633
1.0,8.0,8.0,0.0,4.0,4.0,0.0,5.0,4.428571428571429,0.24489795918367344,8.0,8.0,0.0,8.0,8.0,0.0
1.0,13.0,12.75,0.4017857142857143,7.0,6.0,1.0,7.0,6.035714285714286,1.034438775510204,13.0,12.5,0.6785714285714286,13.0,13.0,0.0
2.0,17.0,14.571428571428571,15.459183673469392,9.0,7.107142857142857,5.881377551020407,9.0,7.178571428571429,5.646683673469387,15.0,12.214285714285714,19.739795918367346,17.0,16.928571428571427,0.06632653061224487
3.0,12.0,9.607142857142858,2.9528061224489788,6.0,4.75,0.9732142857142857,7.0,5.75,1.1160714285714286,10.0,8.285714285714286,0.9183673469387754,12.0,10.928571428571429,1.4948979591836735
4.0,20.0,12.714285714285714,16.918367346938776,10.0,6.107142857142857,4.667091836734693,11.0,7.607142857142857,3.9528061224489797,20.0,14.642857142857142,26.086734693877553,11.0,10.785714285714286,0.3112244897959184
2.0,20.0,18.214285714285715,7.6683673469387745,10.0,8.464285714285714,4.1772959183673475,11.0,9.214285714285714,5.596938775510203,18.0,16.428571428571427,8.959183673469388,20.0,20.0,0.0
3.0,16.0,12.464285714285714,7.1772959183673475,8.0,6.214285714285714,2.0255102040816326,9.0,7.071428571428571,2.352040816326531,16.0,14.642857142857142,2.086734693877551,16.0,10.285714285714286,2.775510204081634
3.0,19.0,14.607142857142858,5.9528061224489806,10.0,7.75,1.9017857142857142,10.0,7.857142857142857,1.2653061224489792,17.0,14.285714285714286,2.6326530612244894,19.0,14.928571428571429,9.066326530612242
0.0,23.0,15.071428571428571,14.994897959183673,12.0,8.035714285714286,3.7487244897959178,12.0,7.928571428571429,3.2806122448979593,23.0,17.142857142857142,21.408163265306126,13.0,13.0,0.0
3.0,15.0,10.857142857142858,5.336734693877551,8.0,5.75,1.9732142857142858,8.0,5.964285714285714,1.7487244897959182,10.0,8.928571428571429,0.7806122448979596,15.0,12.785714285714286,2.4540816326530615
1.0,19.0,18.071428571428573,1.1377551020408163,10.0,8.25,1.4017857142857142,10.0,8.214285714285714,1.1683673469387756,19.0,17.214285714285715,0.7397959183673468,19.0,18.928571428571427,0.06632653061224489
3.0,12.0,8.821428571428571,3.789540816326531,6.0,4.321428571428571,1.9323979591836729,7.0,4.857142857142857,2.693877551020408,8.0,7.142857142857143,0.6938775510204082,12.0,10.5,1.25
0.0,14.0,12.5,0.75,8.0,6.892857142857143,1.1670918367346939,7.0,6.285714285714286,0.9183673469387755,13.0,11.928571428571429,0.35204081632653056,14.0,13.071428571428571,0.4948979591836734
