,0,1,2,3,4
0,784.1599590024002,1900.8829178621893,1662.9689371981774,1506.8675923258209,1259.5775688654862
1,2047.8817733433332,1215.7626231298218,2513.3482138397553,1665.0720818736038,2080.818040326401
2,952.610915018863,2168.2790680480825,1865.3953035474292,1781.2196738938924,1563.3765405287877
3,1528.9177348385747,1473.6733586652483,2039.3844700550635,1309.821187689232,1589.6821785210325
4,1533.8968109291834,2093.727965396375,1359.6268537322032,1787.652143541099,1040.485610390592
5,2093.2013976126973,1275.872747689511,2521.062521103977,1600.9382955927401,2136.7737524950408
6,1894.6133954075142,2342.7004071053357,1260.2841858845748,2044.5519098087761,1381.1076612201934
7,1938.9473046574176,2597.764852416597,1183.620530717827,2295.4186727841384,1415.0468870846282
8,2097.9362527923395,1984.0276761146529,2064.1420383350764,1933.9518227210913,1790.6974159656072
9,2083.5087164118117,1026.5211475590804,2522.589969920353,1612.9225570831836,2131.7107543059888
10,1714.6679808117674,1753.1736347225608,2405.3589379798236,1357.9671283774017,2030.3999216964182
11,1064.4128873124746,1682.6028855683835,1838.689815192614,1028.5761300200143,1360.0330161874383
12,1902.553583577651,1435.1872604879695,2465.3924207100686,1231.2676777308338,2020.7396105606454
13,2014.1469958767866,1436.9388463212288,2476.514812018227,1725.9615456329311,2018.8044189128432
14,1736.1678698402152,2319.9788658325147,2123.5322107961615,2325.8477263838286,1945.8053104601888
15,1355.1693510546154,1588.4910054988482,2056.2058864450023,1201.478422650057,1673.500932179286
16,2077.0651870540078,1069.264431197342,2511.3084278568454,1589.847722611624,2106.972995655116
17,2722.3038712758525,3403.979853283736,2104.85216154211,3087.7179321576828,2490.0579463472536
18,880.7067891270945,1986.6379528490797,1734.0972257833232,1559.678126041057,1383.6926834879582
19,1481.790062713469,1892.038343440197,1748.5010248843007,1578.1787773482044,1337.2418292698471
20,1031.7139612045403,1522.7691461910997,1916.2700804138144,1353.598152392642,1465.9860327251822
21,1344.3196717867936,2157.403010363803,1965.432396317806,1679.7443170197155,1630.6140411081785
22,1838.3555420688485,1455.74643567288,2366.539599448427,1361.942060160701,1872.8768380233562
23,2288.5860472857403,1132.7453993559536,2689.3855806134334,1738.3949782882519,2413.4639004384894
24,1964.8744139542468,2542.1283821723905,1276.691131975167,2186.2035533606736,1370.0810876606593
25,1650.5888715539486,2885.083291770264,2322.0552628019423,2439.1743434386976,2140.492102289053
26,1683.1037476383483,1448.7538971181527,2120.0396876388854,1405.4811806905084,1689.2820472469937
27,2042.3214867284757,1293.9964368349495,2452.1045427256836,1467.4216198335507,2081.9672958708934
28,2855.7745791989173,3238.939309886755,2098.6056854666126,2927.242534681905,2380.9027600620198
29,1910.2313234001724,1932.5287347625797,2484.469097698789,1589.894261233342,2146.946385919708
30,1198.688376570296,2307.4497814240503,1893.0830465709637,1835.8277964984516,1572.2449671135892
31,2037.3169470071514,1693.4945817655623,2579.81055171459,1563.9277900548122,2206.5521912321906
32,2197.374762712691,1159.9659875204263,2644.505442150996,1563.842163198191,2286.3547983415533
33,1892.9381824825318,2014.866313966114,2355.121230256833,2066.3065013711102,2107.6327741662194
34,2232.8392812088805,2581.86548451347,1789.3369215509542,2286.735383229015,1855.7541388208585
35,2057.1339811312523,1897.63521183526,2667.736206355204,1495.022218148274,2343.328935261855
36,1515.8743941125065,1596.9684181507428,2111.6441725011896,1451.080395863492,1578.3053282003666
37,2313.6735828129804,2101.79751957317,2423.052694997676,2159.8009479182847,2093.3882056696375
38,1660.3465107564666,1957.2806368040963,2077.0900238646846,1475.2432776171445,1836.2964777733882
39,1752.617054076192,1728.132369625896,2039.0735130900564,1507.9281194643459,1606.1158730971297
40,1086.034448866486,2275.4501673424816,1891.6711152947412,1864.3188784822794,1517.3187237761342
41,1897.2136299299125,1983.4668561497895,2507.4396850513112,1595.2016607666426,2194.514166869949
42,1938.1027188254259,2083.3142410989462,1918.9062110178897,2098.1862097392195,1670.3544511641776
43,2237.9033770746023,2110.8479800070318,2753.8974485268723,1575.1694612423396,2421.1216591269654
44,1741.6582856287205,2259.132437288091,2384.7508387534635,1779.6231160752964,2062.650122592009
45,2197.826521490594,1076.0417897030857,2603.3423441485534,1810.1950658608755,2317.1244316868433
46,2034.5159718812156,2667.138630116677,2070.339242485354,2388.5068948039125,2025.3773538935227
47,2186.2337716588336,3142.974294740102,1846.1555961399858,2778.84600090576,1991.5247286168724
48,1799.3143286479376,1908.7964544559404,1903.3523663048475,1703.7461971566336,1644.1753423344437
49,1800.4248872599508,1862.5623236473782,2343.589406630059,1727.0064893619353,1892.065435008809
50,1618.5864485176305,2067.635911454674,1301.879808385996,1796.0925880274199,1111.6277788553543
51,1982.9790743208468,2363.3779540164055,1207.4762548684507,2078.8491352555798,1221.3444989519105
52,2145.906494758667,1670.190370358416,2658.558371270009,1408.2993031179965,2197.9372398095447
53,1878.7641331624334,2192.527878723147,1526.6682410633819,1836.1440994275238,1416.2737734189966
54,1622.1279958404245,1867.5042077327007,2297.9789672806583,1378.7131688108527,1975.1431840874768
55,1976.0832224297842,2227.716593935772,2505.1968671778727,2095.532118254546,2128.4112206881937
56,1635.2487541436117,2324.8842381372333,1219.8560701235722,1915.1823216825303,1169.5215768296887
57,1733.7698733736215,2485.0311166808583,956.8391600780456,2100.829403642112,1303.732338690558
58,1642.9408008696712,1682.9206310931584,2312.2072585428355,1130.7494333818468,1893.786137747011
59,2133.13813837179,2836.9521447877605,1377.048068066411,2412.238265551576,1548.2642547433747
60,1611.8991651364067,1385.55724385802,2278.639883695325,1160.555956868971,1828.8946248323819
61,1983.7175966504333,2024.0757048575426,1954.778581729058,1997.0091479145415,1741.338437812093
62,2001.1426293239915,1528.6244343247663,2505.020104691543,1286.9747483140827,2217.3368076810266
63,1922.528592582995,902.2041211762123,2423.64821342211,1473.407039277506,2070.9916779785694
64,1890.0728037379288,2380.0882916414816,1059.7229024931084,2160.357099826354,1346.5448874017982
65,1795.5490725617867,2713.6726496484443,2105.540900239048,2229.9077760564182,1993.2776909630556
66,2098.0310845341282,2072.1552943405854,2385.3390749490604,1938.0292360260353,2012.4421341030236
67,1980.472036797323,2829.2522833691837,1164.0520592264518,2455.42873877341,1507.5354165581043
68,1998.4933551008871,2199.825522243144,2559.065214584821,1688.367517777382,2262.534601251193
69,2279.768093928057,2893.943797662531,1472.2516765868202,2523.2921786268885,1811.0524276976926
70,1653.5239313222683,2298.6250788568323,2284.8602244342155,1827.4437664919226,2028.3451318241289
71,1983.1255060109004,2234.0843003823093,1289.4970459868805,2075.429264677624,1449.70029496841
72,2621.98890992251,3153.5882909048387,1729.2407360690922,2875.201629147731,2077.597108138049
73,1641.5915243790205,1874.2460563823806,1924.998855867265,1483.356596951532,1607.3573993137586
74,2074.1813691442326,1146.1522122110064,2509.6952677819354,1580.7191982197637,2113.668679229478
75,2301.380158079317,2413.311600828345,2389.32280459273,2330.8852251040844,2068.8203023890846
76,2151.71472151825,1820.790041474246,2578.7264855811286,1814.25727015961,2100.533512531269
77,2275.500358095171,2764.0518022262963,2389.3231551508034,2648.2301737877697,2214.981592205072
78,2265.964456060249,980.4240453783101,2653.865579581543,1785.5494621966461,2392.3963049327754
79,1897.277998911285,2126.1824465660056,2166.66251344922,1864.4512865069078,1749.617541097133
80,2442.891106372086,2080.3266180268065,2808.2709143627744,2205.305681473801,2387.9330637752455
81,1387.670877598422,2046.2602306831907,2120.681190334861,1571.444807928933,1795.6537654795854
82,1938.309849321695,1711.6167991585344,2452.744135792908,1674.3795304080713,1982.658909002565
83,2051.98056607577,2637.1138606903946,1446.4016641017197,2323.8135551369846,1466.8265436707052
84,1756.7607624445677,1144.5223515734535,2291.427663787202,1055.3800650147239,1863.945922310867
85,1511.2828778425726,1760.1406950925123,2055.0050312097055,1207.5026703723174,1696.8710904488046
86,1678.8523690265279,1680.6355342979964,2349.467562543705,1317.1325257683077,1955.3806333480015
87,1620.7001588270716,1944.541953633113,1734.6063957875758,1809.9676650553472,1400.443076141752
88,2339.0471944571445,3301.9012229372597,2031.8650047957517,2863.1874285122058,2171.5384375673693
89,873.7827695824691,2031.2155163239358,1783.1859151360272,1654.0379110992537,1453.868100695849
90,1926.3436947387404,2204.2827108809774,2446.489376572127,2018.4336534088684,2206.321664828338
91,2226.2176665751617,2344.2971543648764,2060.8345103252836,2244.930111915696,1825.6342127522375
92,2249.5911013883156,2588.7230008814545,2001.548835407077,2341.1690117531816,1872.779861789623
93,1922.7158393788154,2060.91679005186,1787.7821708439587,1912.2800512254407,1493.2079536669519
94,2312.607113866749,1325.4915417393267,2698.7570827709587,1838.6932947077435,2440.224968565284
95,1318.5095725236083,2438.175959132516,2097.9023718295052,2028.5697623058052,1885.2730066941558
96,1765.942121786262,2295.0828575763926,1937.624031407516,1993.7931139161349,1762.7252653849762
97,1992.692175779798,926.9025041280686,2469.895852005126,1470.2592422051455,2089.09797984191
98,2289.9514305299317,1470.7444622935914,2704.8417667014364,1699.8542199836174,2372.5386409944995
99,2132.9050658228384,1173.4695205523915,2569.8959534699457,1517.3249243843081,2166.8904081657233
100,2118.6393882848106,1947.4202440669,2579.849086433816,1975.2822000445192,2102.6242768070892
101,1818.4402272180157,1636.3538791025946,2457.2366854877646,1135.7539977772935,1978.7468760463685
102,2507.5594738554614,3393.6694086970642,1953.0741591291041,2979.8541251648257,2207.3447528233414
103,2139.8211908244,2138.8691826892104,2299.0447365166146,2121.7147526946715,1973.1302221203216
104,1388.9885639423267,2272.500156606686,1570.7932292605715,1875.4306854558768,1267.636787984461
105,1862.600240296562,2626.7326331965783,2266.5944406305252,2056.73605199054,1900.1384269718708
106,2171.6791009067188,2646.0257680888967,1418.0509317746125,2346.580240149589,1677.0811943616468
107,1971.3694280297798,1281.0887759653629,2457.1228300189323,1415.7411910172407,2061.1193766559722
108,1863.5005508339889,1942.7992763639554,2370.7424430650217,1881.6963680949457,1963.1950457776834
109,2285.683116001258,1412.736924523168,2686.096584716044,1939.8146059187698,2425.098251427996
110,1013.1420519097669,1792.7759659761093,1690.2663502552311,1441.4267202240105,1277.4435207153194
111,2102.8684165917193,861.5012501108588,2544.234542413965,1635.1390707983871,2245.509218032585
112,1706.9890244063456,2150.484035459106,1231.7301012271691,1833.2898324849411,1076.963256247981
113,2350.152766137766,1470.1674442527565,2747.4597393073145,1851.900345278982,2440.7326430862418
114,2400.697885041053,3101.9496761190358,1917.5735976343728,2700.6234641860156,1955.970731244717
115,1832.4697165620487,1546.954494774131,2353.8234100289615,1304.606358002252,2000.8094696540566
116,2618.816940067087,2384.8599318728393,2705.3540145302113,2456.7639226636547,2408.910643206392
117,2048.2930507548135,790.7551767863141,2484.2038283971283,1542.5306421602186,2186.9771486126765
118,1326.365042730967,1627.7154287727153,2008.7712071013148,1468.8559825266805,1529.340323256648
119,1465.0391656375868,2149.1750653531817,1653.9059168669592,1815.4806172007118,1331.2495641019332
120,2250.507042836447,2824.2743634582166,2319.13363492278,2266.169376683821,2185.867500954411
121,1324.3860194139813,1865.8194565066328,1759.7679946274422,1351.7377687105375,1361.1802042548595
122,1732.0697377241763,2910.6840721318463,2470.146529309036,2470.993384351945,2283.1218932134757
123,2259.9898869586577,1136.9024912718287,2672.018924788272,1695.3955479988774,2404.947577985233
124,2073.765267022986,2413.2316831544226,2201.793585754554,2225.874786563999,1905.8719689347888
125,2046.2490913511203,2088.433381906596,2200.135750416789,1855.6459222246913,1869.486827308663
126,2598.403712241948,2839.246525052691,2244.1878890205294,2537.793117308294,2305.2080947777777
127,1806.9048712784158,1292.7037892589633,2341.64431443436,1083.4389683242975,2029.1685817057687
128,2628.5451366945586,3273.4609616475395,1911.882836504221,2964.04540656078,2304.7757672718944
129,2571.48535780329,3551.9987928510745,2222.1246578719656,3162.658474001057,2412.0085306533897
130,2177.7912548590966,1064.0113834771987,2604.6811279376493,1652.9664374420156,2325.516158436801
131,2095.496081762546,2089.1109930011908,2708.595235000041,1751.6674755256952,2437.3604508918797
132,2005.693491404331,995.2081322346435,2479.1003405706924,1594.6229075247293,2134.1924691234426
133,2327.1979865924955,2347.133714943187,2319.5140705444205,2219.925400098665,2015.972448278702
134,2232.3382595249263,2587.6999713011282,1339.3998162182575,2470.5429935050684,1563.5945603374566
135,1907.4667188899825,2195.222926044642,2536.252048826718,1771.1530515750096,1990.824961783317
136,1918.0969171838765,2381.3971968008664,2458.778018818025,1813.4130078675182,2218.734388940478
137,1934.9333222486105,2497.265415320659,1500.6251416340024,2171.778856047339,1396.47264776538
138,2465.1841002590463,2286.331579856239,2580.960683336397,2326.3401299118846,2202.1914219809923
139,1949.0248726442876,2348.0673335550478,1523.2604547726362,2113.645075448564,1349.4514188514895
140,1973.360498021791,1421.114026894722,2483.6583238054936,1277.1154244614838,2144.9150531182377
141,1791.1844773730256,1630.8339711048384,2385.6340181958744,1380.0656188704193,1892.265707252303
142,1678.8756853786374,1889.3520528498223,1981.1158734781566,1626.0395379796782,1568.6116952632178
143,1079.3741832922842,1841.1591372079758,1879.4132077459767,1484.649071820123,1369.3306662320476
144,1165.5819193123234,1942.8144070477151,1884.9242803604,1684.0652401597383,1443.5321278475103
145,1599.9951288894238,2760.4246768342127,2317.1550827819624,2334.0943552643007,2136.7090947915226
146,1953.4764235176565,1909.2874234509056,2508.086751297465,1570.465541868922,2264.5528326752706
147,1778.92491794606,2332.5538224758875,1910.420820975797,1897.1820461432478,1793.0183489052636
148,1997.4509740424944,1137.7493866200793,2459.9933243790965,1696.4572929342883,2162.626136014281
149,2008.0776392943144,1332.508391046666,2487.193826977273,1792.8614826088244,2194.925749410918
150,2371.9974819118597,3080.191246457646,1676.0463222192504,2679.3772399220425,1897.8894513062526
151,1681.2441521252201,2715.683333458702,1939.58305097527,2377.444747034927,1856.6907110645736
152,2125.784515354231,908.0059383247834,2588.090153303721,1517.5558563465254,2281.2766292812125
153,2061.6973966499095,2243.0316402805183,1793.8338641463138,2176.009515713627,1615.791423617144
154,2316.3282494182154,3048.639018852266,1527.0654590225083,2634.2050404694737,1766.732238957579
155,1286.9136126003852,1853.3767462920093,2006.865031929576,1661.3907864533483,1521.7731582090084
156,1885.5371253089356,1878.2913276697482,1927.4750104758887,1696.8167744949944,1531.0800979259982
157,1440.0753987863386,2514.5206616285614,2172.894202228542,2074.081732323004,1981.8546693857531
158,2108.323274439443,1142.0828786075344,2575.5599248612275,1623.407663345386,2185.6949897398604
159,2464.6772339209,3340.312741718781,2244.8766388072295,2850.7392655655913,2245.1569006042864
160,2605.7097700472755,3276.0312348203465,1778.4021142445624,2906.2342933480422,2159.8527661092853
161,1968.1649591709893,2589.960892746782,1334.2602325569553,2390.808089940306,1535.0853730676
162,2157.069022272081,1467.8347104720192,2588.789541930078,1653.688489088533,2146.7038210969226
163,2744.930356579176,3457.940665669017,1861.5870677987682,3208.5257948120266,2395.654626550807
164,2052.850234883229,2618.4574028145676,2607.1531599748882,2143.2403968978056,2388.3919922083624
165,2100.991420574204,1238.9165812471276,2559.744994416326,1627.3335267719378,2148.31848741731
166,2305.505772022254,2122.0609767069222,2487.21497354658,2127.9929785955483,2084.5403036473476
167,1394.0593946829788,1469.0515074511113,1726.4111799057514,1163.8078474713575,1306.2901840883233
168,2488.8554095545737,3382.2592729362195,1730.9275283949964,2985.681472297161,2148.490641507352
169,1810.0289424391306,2663.551725982984,1696.8653783616187,2304.810331128411,1592.7121239257444
170,1431.7486158733486,1571.888063837309,1880.598560120939,1344.1646840041558,1398.8009270962316
171,2009.6143048962724,2500.023901208109,2306.713207314872,2217.0776825237594,2195.8333288079098
172,2185.8033614981923,1548.8579069017646,2605.1451881374824,1871.8180164016558,2212.564954034361
173,1922.073268321115,1692.12906506703,2434.0969045733877,1294.3617016564804,2105.571192036565
174,2630.927825822039,2437.1640382236415,2554.087689800245,2482.6508743616755,2262.508086036975
175,2830.372410538258,3685.9912273522586,2143.6472797800498,3301.939708767704,2536.2417320005698
176,2247.71112772291,1122.186753007723,2639.267132081874,1857.3633113549015,2389.974351250278
177,1034.305266660548,1729.7824044998126,1906.8027080045983,1449.192562605382,1456.4216097475087
178,1556.7593902637732,2077.23925345919,2092.8250100368077,1574.0867588947283,1747.5892015308198
179,1536.6503129928758,1569.7205752376826,2105.550786640541,1549.192015751213,1677.1803797598998
180,1487.4649252783404,2056.781126214851,2195.607464167924,1550.0255340265664,1833.8674187503545
181,2413.8937642544106,2472.8643777417406,2279.709815031517,2335.145805589506,2046.8562271306052
182,2489.370007686217,2124.407059737291,2855.8127358760075,2264.8627839126298,2438.37298572617
183,1802.1930499943649,2452.788448255527,912.2456969369456,2147.9700126009116,1280.074544746369
184,1073.2262835326567,1811.5891632353096,1900.596627275633,1441.5003669783237,1393.7281471048623
185,2538.1144212954246,2986.1965529967524,1802.5690679372826,2688.3602451324336,2084.2926934998877
186,1712.3082172336426,2129.0967488545753,981.9495941493235,1884.2628154665383,1123.1571320625815
187,2115.5174544277065,1103.9366714403238,2535.3091873007756,1653.0348656116844,2162.061611640963
188,1772.1649738077758,2421.094528182411,1344.6360935522896,2079.058231241772,1321.7065395378502
189,1613.3473467453846,2342.5315462013104,2227.357726711551,1807.4231154270262,1830.6399661114451
190,2007.3990196582074,2258.9520532168203,2643.0761721233957,1849.4144566073678,2345.2421648818045
191,2037.0065772853736,1943.1774804903062,2409.37937231232,2002.2464476852065,2009.0905714160224
192,1571.31327861852,1676.0454895786302,2009.7930536484346,1491.0897458362274,1544.4149861964063
193,2077.6862084450017,2520.4928412033114,2313.7258226557847,2013.1921494393948,2169.2084548903754
194,2041.6867889982857,857.1034653356281,2516.7299667495126,1508.3606382259406,2134.174558532041
195,2540.5824300540166,2950.8976242924045,1810.5263537654826,2605.29730324288,2074.8673920476945
196,1410.9962454139456,2559.6383217718467,2176.7420074369643,2080.0896665012324,1898.6676715854796
197,2159.900350068489,1523.5881281991858,2578.1588744274986,1936.515319460515,2349.9311507338534
198,2057.9544880847625,874.285888468987,2477.4315046249826,1604.6686235269806,2160.3462827833355
199,1901.7254064071,1496.5245324669324,2478.3584765665514,1117.8689278441539,2017.8464368277725
200,1301.6176868888388,1913.004729753766,1681.5837554989605,1500.9780648106962,1345.5450022644268
201,1606.2715681058105,2073.1966444052246,1289.2556828764823,1776.5861061335343,1016.2305495587194
202,2367.033813329563,3062.579852394176,1471.7549389086369,2714.7158498929334,1826.985879514997
203,2189.284452860289,1413.3989038743723,2627.134109939744,1576.6684746418723,2306.56559852448
204,2462.464177475832,2128.4947048096733,2631.2625115966434,2276.312271289877,2295.7149923038473
205,2290.246485425102,2154.376417846522,2693.1011452895336,2167.898938633851,2227.6807130660904
206,2299.919932712779,2398.1036994948263,2005.8098763612684,2306.5905630736315,1810.3762258048866
207,1784.7216359449628,1218.6042391191195,2314.9019883396527,1438.600437643874,1946.67117959084
208,2261.1800513592466,2182.3099375505303,2460.4772892663764,2163.708924975471,2030.018205365052
209,1690.180239420526,2050.135509576965,1747.5308158561845,1776.8489042594802,1339.2637021510907
210,1791.0576245258005,909.1189325893575,2323.3366152894732,1449.1192939378955,1920.7096785052931
211,1838.7591490711816,1798.4054218545687,1966.9772436505364,1730.2505385912723,1550.0261531817857
212,2293.296645690304,1053.3800321020929,2687.7143320888586,1781.617848682739,2434.431480788355
213,2098.448468230274,2311.7911200775748,1805.879880610311,2200.7228146006623,1688.4609511461008
214,1812.9295195781021,2491.723044753955,1395.5498731524908,2071.8437570305687,1407.4480672436382
215,2163.619932961605,2939.9184404100724,1822.3502407398207,2712.5548075021898,1984.0090598510972
216,1305.6754045768785,1838.3913071527681,1701.8581842092192,1309.8237411988841,1285.3215697286391
217,1957.4535996229588,897.1138326683014,2463.4512112443417,1388.0334629628371,2159.4047382829335
218,2205.866254076434,2245.1552015519314,2338.840902158619,2024.739285263134,1941.1155248669143
219,1692.8994007113583,1459.5804218624182,2335.446155035707,1115.9320132220732,1849.6281798718485
220,1745.3778565575826,1450.3730612299505,2345.1483898399833,948.9652195517964,1925.8420716266216
221,2020.4521418271763,2195.9066876604898,2300.905809417532,2025.2121132393163,1952.8230211974565
222,2849.8876423905594,3389.052254081247,1899.4419425594429,3210.1829140563673,2354.7224863170927
223,2040.562509858512,1961.0306636233609,2633.7822268002274,1455.5804066485132,2266.9192499326186
224,2551.1762008816922,3218.587454903929,1794.0503563797809,2833.4002046463866,2079.4023776602344
225,2011.1262289466408,1450.1486434036108,2546.3229978101226,1192.888554735329,2123.696984141808
226,2031.4429926913438,1769.3585845720695,2574.944767516496,1677.7021779206334,2099.105463741138
227,2139.9466884815274,3019.152694112606,1973.4670897908786,2703.8076357233167,2055.9930014922274
228,1747.8574652414206,1852.6635468448499,2264.6404781059628,1703.5375370221277,1793.4842816265389
229,2658.237807976674,3028.0037711884893,1787.3850320436206,2784.6240990330975,2123.256495744074
230,1352.2663533929492,1574.1112659424323,1991.2264051062705,1495.6007125286162,1575.7225037665517
231,2155.5281880189527,2290.6697564132355,2242.3569671626638,1943.754476768823,2041.4508663280644
232,1465.2718092518815,1968.0023936393168,1303.0149072675663,1599.30358135027,1075.7350787942771
233,2031.0678624281409,921.1343311143339,2526.525054656065,1605.4212652514761,2196.762336548919
234,2306.2498243181512,1852.2934694210496,2815.509902162791,1541.6192731578624,2458.6313860358855
235,2482.658796157614,3207.561456086649,1889.1380276299556,2787.139209105632,2102.274007454644
236,2175.6682890397833,2834.764558500104,1251.2721326886629,2554.344519894101,1725.2470816296925
237,2343.146039223099,1065.477884513748,2717.839393159005,1834.9259745980144,2481.141242768192
238,1141.4985375554786,2368.47848286351,1975.2044921090358,1951.2597985174057,1674.9530194220888
239,2101.1870616076626,2035.0078253593147,2120.422279154792,2001.5769167254389,1802.451359139961
240,1886.0812985169882,1912.274297179403,2417.898460255791,1652.3043717287846,1984.322943347579
241,1690.0892737084687,1460.873205057958,2179.9522185165524,1310.137540551686,1699.3381212503823
242,1831.1675987372116,2239.8782838716347,1388.0782216461414,1982.2137430431362,1250.4982404699883
243,1946.9963504182308,2266.4393737689893,1851.3547243548392,2110.0960931500076,1669.6766019654524
244,1959.7452008401515,2411.1793220116992,1297.877380315921,2243.0953648748005,1461.3731866870683
245,2063.438988013352,2940.0194154932306,1533.684736854265,2535.2566004403693,1731.728803147118
246,2143.041275677355,1230.7442176945046,2629.294670880308,1671.466038303687,2338.6350292808
247,1501.2416357985978,1869.5222081226268,1425.2911701007076,1585.625219484171,1109.9268524316317
248,2432.9887134023156,3011.375458517383,2054.540077729226,2597.0714362967788,2147.995063623175
249,1320.063485273648,1619.5740114831121,1347.360238961837,1395.1199199822436,1063.7588866610083
250,2036.6546125642835,2178.9837084115043,1903.3482734167942,2029.2906530648295,1613.6128084467557
251,1775.3348550380672,2475.6907353905967,1326.0740717897474,2168.6518924776597,1303.7198419484603
252,2138.860050562392,1612.5523561117845,2613.3026771521713,1577.7367347162724,2192.844337540308
253,2188.93176615569,2941.5914639178154,1195.7721835764862,2597.5245744291583,1666.3111060681545
254,1908.593833378936,2103.563294196812,1575.0226678393506,1954.3864017262229,1417.3392901059901
255,1416.187566253444,1895.669968444242,1987.2910252689758,1323.7660905447963,1683.5464375161066
256,2064.702124317583,1646.7391705617551,2539.3162208663653,1604.8837965155749,2083.7677179700386
257,1719.1607478317635,1815.1712431124342,2072.782044573838,1423.111889413927,1763.7289525715453
258,2109.0808390482844,2496.1219513648375,1432.388852790607,2201.716812958605,1568.6331835239314
259,1883.4121666005963,2700.0016639197142,1913.8019177854917,2348.3596599906964,1723.9302321233201
260,2808.295896398317,3501.866522632291,1820.1080300181707,3169.7644998290007,2301.4307268074567
261,1972.2291955005774,1744.0085195204083,2517.460613458076,1235.5323754492301,2049.5792471389805
262,846.0384413117415,2030.0491689720425,1776.0836245717167,1627.3654480613989,1442.4623812289883
263,1239.4856685387836,2156.318308855501,2086.0492171882934,1656.4089356659395,1792.8655883556582
264,2303.3041751895244,2535.960359357684,1886.7629329837202,2490.347533372059,1800.863168236953
265,1495.3857160959906,2177.783230227418,1870.232366518056,1720.548018619706,1567.2376546426929
266,2212.401206271827,987.0132479607244,2604.4132395499605,1736.8892355808368,2360.4281688893843
267,2049.6191223288843,2207.8661411983126,2573.6863517195256,1964.8131758575514,2304.7811390577695
268,1049.3316842800157,1540.383215883986,1942.142659701408,1138.6710710867192,1476.2104906426614
269,2030.4731147645114,884.6306936101355,2525.4693893424887,1388.0256861856265,2133.038858571667
270,2371.9219771827493,1519.292049670107,2764.762910668837,1774.1014797509856,2463.1501377610216
271,2135.469945164628,1139.7590469621073,2565.7885650127682,1639.4906916950076,2173.9380820669962
272,2364.7512436929314,3033.053513841383,1438.561213315663,2798.3442187222704,1970.0258322276006
273,2326.593810244294,2633.0265317322915,1802.0716570538457,2657.1046360306277,1865.7540649920468
274,1969.788658372174,1983.0820616794488,2066.0307045162285,1885.670824037518,1698.718986993337
275,2145.20451285384,3172.469386437649,2492.386616843627,2681.2022849474147,2345.5424528555286
